bill/BillInvoiceId,lineItem/UsageAccountId,lineItem/Region,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UsageAmount,lineItem/UsageUnit,lineItem/UnblendedCost,resourceId,tags/Product,tags/Environment
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-23T12:00:00,2025-10-23T13:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,2609.08,GB,268.6943,nat-00000243,Search,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-19T19:00:00,2025-10-19T20:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,455.32,Hrs,101.4797,db-00000244,Search,staging
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-29T23:00:00,2025-10-30T00:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,80.44,Hrs,2.1091,alb-00000245,MarketingSite,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-21T23:00:00,2025-10-22T00:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,25.96,Hrs,0.8907,i-00000246,Search,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-08T21:00:00,2025-10-08T22:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,4215.89,GB-Mo,352.3717,vol-00000247,MarketingSite,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-15T13:00:00,2025-10-15T14:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,17.83,LCU-Hrs,0.1686,alb-00000248,InternalTools,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-20T16:00:00,2025-10-20T17:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,3096.97,GB-Mo,56.7263,bucket-00000249,Checkout,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-11T01:00:00,2025-10-11T02:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,486.41,Hrs,21.5839,nat-0000024a,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-20T12:00:00,2025-10-20T13:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,454.25,Hrs,17.2916,i-0000024b,MarketingSite,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-25T10:00:00,2025-10-25T11:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,1249.88,GB-Mo,137.8376,vol-0000024c,Checkout,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-29T09:00:00,2025-10-29T10:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,381.31,GB-Mo,38.9747,vol-0000024d,InternalTools,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-20T23:00:00,2025-10-21T00:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,503.27,Hrs,86.6659,db-0000024e,InternalTools,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-18T13:00:00,2025-10-18T14:00:00,AmazonS3,Requests-Tier1,PutObject,298674.0,Requests,138.1735,bucket-0000024f,DataPlatform,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-24T21:00:00,2025-10-24T22:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,632.06,Hrs,21.4671,i-00000250,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-07T07:00:00,2025-10-07T08:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,3200.41,GB-Mo,376.6401,vol-00000251,Search,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-29T13:00:00,2025-10-29T14:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,4101.87,GB,352.4991,nat-00000252,InternalTools,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-02T18:00:00,2025-10-02T19:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,4225.84,GB,441.152,nat-00000253,MarketingSite,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-29T23:00:00,2025-10-30T00:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,161.53,Hrs,7.349,nat-00000254,DataPlatform,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-02T05:00:00,2025-10-02T06:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,322.85,Hrs,13.1282,i-00000255,DataPlatform,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-21T14:00:00,2025-10-21T15:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,119.29,Hrs,25.36,db-00000256,DataPlatform,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-20T03:00:00,2025-10-20T04:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,198.85,Hrs,9.6026,nat-00000257,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-22T08:00:00,2025-10-22T09:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,3302.04,GB-Mo,77.1946,bucket-00000258,InternalTools,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-07T09:00:00,2025-10-07T10:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,157.29,Hrs,25.818,db-00000259,DataPlatform,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-21T04:00:00,2025-10-21T05:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,34.97,Hrs,0.8542,alb-0000025a,Checkout,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-20T09:00:00,2025-10-20T10:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,517.07,Hrs,16.5577,i-0000025b,InternalTools,prod
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-13T08:00:00,2025-10-13T09:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,343.27,Hrs,72.6452,db-0000025c,Search,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-21T17:00:00,2025-10-21T18:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,1696.94,GB-Mo,196.3731,vol-0000025d,Checkout,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-07T21:00:00,2025-10-07T22:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,699.72,Hrs,23.255,i-0000025e,MarketingSite,prod
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-28T14:00:00,2025-10-28T15:00:00,AmazonEBS,EBS:VolumeUsage.io2,AttachVolume,204.36,GB-Mo,17.1343,vol-0000025f,DataPlatform,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-02T06:00:00,2025-10-02T07:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,364.02,Hrs,15.5917,i-00000260,DataPlatform,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-23T14:00:00,2025-10-23T15:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,4692.49,GB-Mo,107.567,bucket-00000261,Checkout,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-13T14:00:00,2025-10-13T15:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,775.58,GB-Mo,13.7515,bucket-00000262,Search,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-04T08:00:00,2025-10-04T09:00:00,AmazonS3,Requests-Tier1,GetObject,353113.0,Requests,163.2764,bucket-00000263,DataPlatform,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-03T10:00:00,2025-10-03T11:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,146.84,Hrs,5.6387,nat-00000264,Checkout,staging
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-15T23:00:00,2025-10-16T00:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,143.09,Hrs,24.1388,db-00000265,Checkout,prod
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-07T08:00:00,2025-10-07T09:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,27.68,Hrs,1.3842,nat-00000266,Checkout,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-13T17:00:00,2025-10-13T18:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,3781.91,GB-Mo,77.3566,bucket-00000267,Search,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-21T20:00:00,2025-10-21T21:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,160.36,Hrs,6.6581,nat-00000268,Checkout,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-07T06:00:00,2025-10-07T07:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,319.55,Hrs,13.7557,i-00000269,Search,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-06T21:00:00,2025-10-06T22:00:00,AmazonS3,Requests-Tier1,PutObject,1457071.0,Requests,544.5868,bucket-0000026a,Search,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-21T09:00:00,2025-10-21T10:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,465.01,Hrs,77.3667,db-0000026b,InternalTools,dev
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-29T19:00:00,2025-10-29T20:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,3383.31,GB-Mo,376.3637,vol-0000026c,Checkout,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-04T17:00:00,2025-10-04T18:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,175.88,Hrs,4.3674,alb-0000026d,InternalTools,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-23T23:00:00,2025-10-24T00:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,566.25,GB-Mo,12.7993,bucket-0000026e,MarketingSite,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-14T14:00:00,2025-10-14T15:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,354.25,Hrs,82.1577,db-0000026f,MarketingSite,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-18T07:00:00,2025-10-18T08:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,11.28,Hrs,1.986,db-00000270,Checkout,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-26T23:00:00,2025-10-27T00:00:00,ElasticLoadBalancing,LCUs,HealthCheck,139.91,LCU-Hrs,0.9585,alb-00000271,DataPlatform,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-03T14:00:00,2025-10-03T15:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,646.11,Hrs,23.6302,nat-00000272,MarketingSite,staging
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-25T06:00:00,2025-10-25T07:00:00,ElasticLoadBalancing,LCUs,HealthCheck,177.61,LCU-Hrs,1.4045,alb-00000273,Search,prod
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-11T21:00:00,2025-10-11T22:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,4468.28,GB-Mo,90.5249,bucket-00000274,Search,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-11T02:00:00,2025-10-11T03:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,326.79,Hrs,17.194,nat-00000275,InternalTools,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-28T03:00:00,2025-10-28T04:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,446.95,Hrs,12.1433,alb-00000276,Search,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-12T18:00:00,2025-10-12T19:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1584.82,GB,152.7319,nat-00000277,DataPlatform,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-06T00:00:00,2025-10-06T01:00:00,AmazonS3,Requests-Tier1,PutObject,11199.0,Requests,5.3239,bucket-00000278,InternalTools,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-26T10:00:00,2025-10-26T11:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,673.51,Hrs,16.6072,alb-00000279,InternalTools,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-17T15:00:00,2025-10-17T16:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,1447.26,GB-Mo,116.5535,vol-0000027a,DataPlatform,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-30T15:00:00,2025-10-30T16:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,210.92,Hrs,5.4685,alb-0000027b,Checkout,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-24T17:00:00,2025-10-24T18:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,515.29,Hrs,118.4917,db-0000027c,Checkout,prod
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-25T06:00:00,2025-10-25T07:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,325.18,Hrs,66.1348,db-0000027d,Checkout,prod
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-02T13:00:00,2025-10-02T14:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,3189.36,GB-Mo,262.8694,vol-0000027e,Checkout,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-30T13:00:00,2025-10-30T14:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,326.75,Hrs,63.31,db-0000027f,Checkout,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-24T21:00:00,2025-10-24T22:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,23.97,Hrs,5.2405,db-00000280,MarketingSite,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-09T16:00:00,2025-10-09T17:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,172.58,Hrs,7.952,nat-00000281,Checkout,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-10T00:00:00,2025-10-10T01:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,89.62,Hrs,2.3103,alb-00000282,InternalTools,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-04T17:00:00,2025-10-04T18:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,269.38,Hrs,52.6458,db-00000283,MarketingSite,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-11T20:00:00,2025-10-11T21:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,161.67,Hrs,7.9339,nat-00000284,Checkout,dev
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-24T10:00:00,2025-10-24T11:00:00,AmazonEBS,EBS:VolumeUsage.gp3,AttachVolume,761.62,GB-Mo,73.9718,vol-00000285,Checkout,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-01T00:00:00,2025-10-01T01:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,264.01,Hrs,10.7954,nat-00000286,Checkout,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-27T07:00:00,2025-10-27T08:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,694.73,Hrs,25.6609,nat-00000287,Checkout,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-30T03:00:00,2025-10-30T04:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,711.63,Hrs,26.3448,i-00000288,Checkout,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-27T03:00:00,2025-10-27T04:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,301.4,Hrs,65.5545,db-00000289,DataPlatform,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-01T05:00:00,2025-10-01T06:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,185.86,Hrs,9.3388,nat-0000028a,MarketingSite,prod
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-04T09:00:00,2025-10-04T10:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,706.69,Hrs,16.7007,alb-0000028b,MarketingSite,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-03T12:00:00,2025-10-03T13:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,193.91,LCU-Hrs,1.6614,alb-0000028c,MarketingSite,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-25T01:00:00,2025-10-25T02:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,552.0,Hrs,14.1406,alb-0000028d,Search,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-26T09:00:00,2025-10-26T10:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2599.03,GB-Mo,268.9513,vol-0000028e,MarketingSite,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-24T04:00:00,2025-10-24T05:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,142.96,Hrs,26.0448,db-0000028f,InternalTools,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-17T12:00:00,2025-10-17T13:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,485.73,GB-Mo,7.8508,bucket-00000290,Checkout,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-24T11:00:00,2025-10-24T12:00:00,AmazonRDS,RDS:StorageUsage,ModifyDBInstance,579.18,Hrs,119.5507,db-00000291,InternalTools,prod
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-30T21:00:00,2025-10-30T22:00:00,ElasticLoadBalancing,LCUs,HealthCheck,717.62,LCU-Hrs,6.1467,alb-00000292,DataPlatform,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-25T07:00:00,2025-10-25T08:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,3596.92,GB,381.4624,nat-00000293,Search,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-17T05:00:00,2025-10-17T06:00:00,AmazonRDS,RDS:Multi-AZUsage,ModifyDBInstance,663.62,Hrs,106.8805,db-00000294,InternalTools,staging
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-22T02:00:00,2025-10-22T03:00:00,AmazonS3,Requests-Tier1,GetObject,1711525.0,Requests,760.5612,bucket-00000295,Checkout,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-04T06:00:00,2025-10-04T07:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,250.71,Hrs,49.3506,db-00000296,DataPlatform,staging
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-28T09:00:00,2025-10-28T10:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,259.78,GB-Mo,22.302,vol-00000297,MarketingSite,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-28T16:00:00,2025-10-28T17:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,106.06,Hrs,25.3919,db-00000298,Checkout,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-19T06:00:00,2025-10-19T07:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,724.33,Hrs,19.0881,alb-00000299,MarketingSite,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-05T17:00:00,2025-10-05T18:00:00,ElasticLoadBalancing,LCUs,LoadBalancing,322.65,LCU-Hrs,2.5622,alb-0000029a,MarketingSite,prod
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-23T04:00:00,2025-10-23T05:00:00,AmazonRDS,RDS:Multi-AZUsage,CreateDBInstance,300.37,Hrs,51.3049,db-0000029b,MarketingSite,prod
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-02T18:00:00,2025-10-02T19:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,194.95,Hrs,8.0264,nat-0000029c,InternalTools,staging
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-07T03:00:00,2025-10-07T04:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,398.64,Hrs,17.5767,i-0000029d,Checkout,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-17T13:00:00,2025-10-17T14:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,522.25,Hrs,21.2588,i-0000029e,Checkout,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-19T08:00:00,2025-10-19T09:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,525.37,Hrs,18.7664,i-0000029f,Checkout,staging
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-15T13:00:00,2025-10-15T14:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,2731.52,GB-Mo,315.7698,vol-000002a0,DataPlatform,staging
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-11T19:00:00,2025-10-11T20:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,343.34,Hrs,7.7641,alb-000002a1,DataPlatform,prod
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-16T13:00:00,2025-10-16T14:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,3844.36,GB,406.9375,nat-000002a2,MarketingSite,dev
2025-10-AWS-0001,444455556666,us-west-2,Usage,2025-10-11T03:00:00,2025-10-11T04:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,512.05,GB-Mo,60.9797,vol-000002a3,Search,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-15T23:00:00,2025-10-16T00:00:00,AmazonS3,TimedStorage-ByteHrs,PutObject,140.63,GB-Mo,3.2759,bucket-000002a4,Search,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-09T02:00:00,2025-10-09T03:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,130.62,Hrs,4.8349,i-000002a5,MarketingSite,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-12T14:00:00,2025-10-12T15:00:00,AmazonEC2,BoxUsage:m5.large,RunInstances,184.54,Hrs,8.6627,i-000002a6,InternalTools,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-11T06:00:00,2025-10-11T07:00:00,AmazonEC2,BoxUsage:m5.large,StopInstances,464.44,Hrs,18.2583,i-000002a7,DataPlatform,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-15T14:00:00,2025-10-15T15:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,546.25,Hrs,91.0702,db-000002a8,InternalTools,staging
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-11T18:00:00,2025-10-11T19:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,642.93,GB,62.9103,nat-000002a9,DataPlatform,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-27T11:00:00,2025-10-27T12:00:00,AmazonS3,Requests-Tier1,GetObject,1398429.0,Requests,502.2217,bucket-000002aa,Checkout,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-14T05:00:00,2025-10-14T06:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,476.23,Hrs,80.7481,db-000002ab,InternalTools,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-28T15:00:00,2025-10-28T16:00:00,ElasticLoadBalancing,LoadBalancerUsage,LoadBalancing,649.29,Hrs,16.3474,alb-000002ac,Checkout,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-22T15:00:00,2025-10-22T16:00:00,AmazonEC2,BoxUsage:t3.medium,RunInstances,432.74,Hrs,17.675,i-000002ad,Checkout,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-21T12:00:00,2025-10-21T13:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,DataTransfer,1222.2,GB,105.0049,nat-000002ae,MarketingSite,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-26T09:00:00,2025-10-26T10:00:00,AmazonEBS,EBS:VolumeUsage.gp3,CreateVolume,1966.07,GB-Mo,230.8317,vol-000002af,Checkout,dev
2025-10-AWS-0001,777788889999,eu-west-1,Usage,2025-10-27T11:00:00,2025-10-27T12:00:00,ElasticLoadBalancing,LoadBalancerUsage,HealthCheck,678.85,Hrs,18.5188,alb-000002b0,MarketingSite,dev
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-22T08:00:00,2025-10-22T09:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,627.54,Hrs,24.2366,i-000002b1,InternalTools,dev
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-20T08:00:00,2025-10-20T09:00:00,AmazonS3,Requests-Tier1,PutObject,1970500.0,Requests,748.8947,bucket-000002b2,InternalTools,dev
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-19T12:00:00,2025-10-19T13:00:00,AmazonVPC,NatGateway-Hours,DataTransfer,614.01,Hrs,30.1849,nat-000002b3,Search,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-11T23:00:00,2025-10-12T00:00:00,AmazonEC2,BoxUsage:c5.xlarge,StopInstances,47.53,Hrs,1.9268,i-000002b4,InternalTools,staging
2025-10-AWS-0001,777788889999,us-west-2,Usage,2025-10-27T23:00:00,2025-10-28T00:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,84.79,Hrs,3.2215,nat-000002b5,MarketingSite,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-12T11:00:00,2025-10-12T12:00:00,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,572.51,Hrs,21.8304,i-000002b6,MarketingSite,dev
2025-10-AWS-0001,444455556666,us-east-1,Usage,2025-10-18T16:00:00,2025-10-18T17:00:00,AmazonVPC,AWS-DataTransfer-Internet-Out-Bytes,CreateNatGateway,1038.74,GB,105.0994,nat-000002b7,DataPlatform,prod
2025-10-AWS-0001,444455556666,eu-west-1,Usage,2025-10-09T23:00:00,2025-10-10T00:00:00,AmazonRDS,RDS:StorageUsage,CreateDBInstance,152.16,Hrs,31.0711,db-000002b8,Search,prod
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-21T07:00:00,2025-10-21T08:00:00,AmazonVPC,NatGateway-Hours,CreateNatGateway,540.08,Hrs,21.4366,nat-000002b9,Search,staging
2025-10-AWS-0001,111122223333,eu-west-1,Usage,2025-10-13T21:00:00,2025-10-13T22:00:00,AmazonS3,TimedStorage-ByteHrs,GetObject,1198.84,GB-Mo,20.5309,bucket-000002ba,DataPlatform,dev
2025-10-AWS-0001,111122223333,us-west-2,Usage,2025-10-26T14:00:00,2025-10-26T15:00:00,AmazonEC2,BoxUsage:t3.medium,StopInstances,314.42,Hrs,12.5031,i-000002bb,Search,staging
2025-10-AWS-0001,777788889999,us-east-1,Usage,2025-10-18T08:00:00,2025-10-18T09:00:00,ElasticLoadBalancing,LCUs,HealthCheck,390.49,LCU-Hrs,2.654,alb-000002bc,Checkout,staging
2025-10-AWS-0001,111122223333,us-east-1,Usage,2025-10-27T16:00:00,2025-10-27T17:00:00,AmazonEBS,EBS:VolumeUsage.io2,CreateVolume,2013.64,GB-Mo,206.1319,vol-000002bd,Search,prod
